BAL_visit_0.3,BE_visit_0.3,BAL_eos_0.1,BE_eos_0.1,BAL_neut_0.1,BAL_feno_0.1,BE_feno_0.1
IPO5,,,,,,
ZNF81,,,,,,
KCTD10,,,,,,
VWA1,,,,,,
BMF,,,,,,
LRP11,,,,,,
CCDC53,,,,,,
GPR174,,,,,,
PRR7,,,,,,
HADHA,,,,,,
GNMT,,,,,,
ERP27,,,,,,
HSF2,,,,,,
GORAB,,,,,,
CEBPZ,,,,,,
PNO1,,,,,,
B2M,,,,,,
INSM1,,,,,,
NCBP1,,,,,,
SPATA20,,,,,,
GAS8,,,,,,
PHF3,,,,,,
ACAA2,,,,,,
NAGS,,,,,,
VIM,,,,,,
FAM192A,,,,,,
OSM,,,,,,
ABHD2,,,,,,
ZNF205,,,,,,
ZNF684,,,,,,
FAM149A,,,,,,
CBX1,,,,,,
RECQL5,,,,,,
FOSB,,,,,,
ACP6,,,,,,
NKAPL,,,,,,
CREG1,,,,,,
NOP16,,,,,,
ACAT2,,,,,,
MTHFSD,,,,,,
CYTH1,,,,,,
PFN4,,,,,,
HIATL2,,,,,,
ZSCAN22,,,,,,
SEC23B,,,,,,
CYC1,,,,,,
MBOAT4,,,,,,
MEGF9,,,,,,
EPG5,,,,,,
HECTD4,,,,,,
ZSCAN18,,,,,,
CDR2L,,,,,,
CLK2,,,,,,
TOE1,,,,,,
DCUN1D3,,,,,,
GZMM,,,,,,
CH25H,,,,,,
TMEM138,,,,,,
RALGDS,,,,,,
LST1,,,,,,
BNIPL,,,,,,
ZNF391,,,,,,
SOX21,,,,,,
PDZD8,,,,,,
STK25,,,,,,
NAPSA,,,,,,
NCR3LG1,,,,,,
MED21,,,,,,
GTF2F2,,,,,,
RPTOR,,,,,,
POLA1,,,,,,
STAP2,,,,,,
FAHD2B,,,,,,
DAXX,,,,,,
LYSMD1,,,,,,
GGA3,,,,,,
CCDC71L,,,,,,
SLC25A16,,,,,,
PGF,,,,,,
CENPB,,,,,,
NCOA1,,,,,,
MTRR,,,,,,
CRIP2,,,,,,
COL9A3,,,,,,
NINL,,,,,,
BEX1,,,,,,
TGM2,,,,,,
NDEL1,,,,,,
CENPN,,,,,,
U2AF1,,,,,,
SREBF2,,,,,,
PANK3,,,,,,
TMEM41B,,,,,,
SYN2,,,,,,
UBE2D4,,,,,,
TJAP1,,,,,,
CLECL1,,,,,,
DAP3,,,,,,
GKN2,,,,,,
CTNNB1,,,,,,
RCN1,,,,,,
DHRS9,,,,,,
H1F0,,,,,,
MAPK11,,,,,,
SLC31A1,,,,,,
GRK5,,,,,,
CCDC112,,,,,,
FAM84A,,,,,,
PHF8,,,,,,
ANKRD34A,,,,,,
CREM,,,,,,
NEK11,,,,,,
UNC79,,,,,,
AKAP14,,,,,,
TSPAN11,,,,,,
DLL1,,,,,,
MRGBP,,,,,,
EP300,,,,,,
NDST1,,,,,,
RPE,,,,,,
PNMAL2,,,,,,
GTF2H5,,,,,,
PARP12,,,,,,
TNFRSF13B,,,,,,
CCDC36,,,,,,
IL34,,,,,,
DNAAF5,,,,,,
DCHS1,,,,,,
LINS,,,,,,
CHD1,,,,,,
CYP3A5,,,,,,
FASLG,,,,,,
CRYGS,,,,,,
GPR34,,,,,,
BMPR1A,,,,,,
SLC14A1,,,,,,
HOGA1,,,,,,
ARHGEF18,,,,,,
BICD1,,,,,,
TFG,,,,,,
ARMC9,,,,,,
TMEM243,,,,,,
ZMAT3,,,,,,
SLC35G1,,,,,,
ADHFE1,,,,,,
USP39,,,,,,
HIP1R,,,,,,
MAPKAPK5,,,,,,
NANS,,,,,,
WRAP53,,,,,,
REXO4,,,,,,
UBE2D2,,,,,,
UBA2,,,,,,
TSGA10,,,,,,
NAA10,,,,,,
FAM180B,,,,,,
SLC13A3,,,,,,
TFAP2E,,,,,,
TMEM62,,,,,,
ERGIC1,,,,,,
SPEN,,,,,,
GCNT2,,,,,,
SPATA33,,,,,,
LRP8,,,,,,
LAMA5,,,,,,
TMEM104,,,,,,
LHX2,,,,,,
CHN1,,,,,,
UPK3A,,,,,,
ITIH1,,,,,,
SH2D1A,,,,,,
TLCD1,,,,,,
SLC4A4,,,,,,
RNPS1,,,,,,
SGIP1,,,,,,
SCML4,,,,,,
IFT80,,,,,,
SAA2,,,,,,
NR6A1,,,,,,
SLC22A15,,,,,,
AKR1C1,,,,,,
NUDCD3,,,,,,
RPL26,,,,,,
ATP6AP2,,,,,,
KIAA1467,,,,,,
NUBPL,,,,,,
CTCF,,,,,,
FUCA2,,,,,,
KCNAB3,,,,,,
IL9,,,,,,
SNX18,,,,,,
MAP1LC3A,,,,,,
CCDC8,,,,,,
RIIAD1,,,,,,
MUC21,,,,,,
TRMT44,,,,,,
SSNA1,,,,,,
PRKCDBP,,,,,,
C3orf70,,,,,,
TMEM119,,,,,,
IQCC,,,,,,
C2orf71,,,,,,
PHF1,,,,,,
ACOX1,,,,,,
AHI1,,,,,,
SMARCD1,,,,,,
REEP1,,,,,,
BSPRY,,,,,,
DLG2,,,,,,
KRT80,,,,,,
REPIN1,,,,,,
PCNXL3,,,,,,
CXCL10,,,,,,
UQCC1,,,,,,
TSR1,,,,,,
ZFP36L2,,,,,,
AGRN,,,,,,
KANK3,,,,,,
SH3GLB2,,,,,,
ANAPC16,,,,,,
LETM1,,,,,,
ANKRD45,,,,,,
SLC7A6OS,,,,,,
PINLYP,,,,,,
PTPN13,,,,,,
SART3,,,,,,
ADH7,,,,,,
TPP2,,,,,,
WAC,,,,,,
CDK4,,,,,,
MFAP1,,,,,,
ZFP3,,,,,,
KLF10,,,,,,
NABP1,,,,,,
FAHD2A,,,,,,
FCGBP,,,,,,
RASSF7,,,,,,
C2orf54,,,,,,
CYCS,,,,,,
R3HDM2,,,,,,
ITLN2,,,,,,
CFL2,,,,,,
BRMS1,,,,,,
WDR6,,,,,,
CA8,,,,,,
CCDC63,,,,,,
LRTOMT,,,,,,
LCLAT1,,,,,,
SRI,,,,,,
UVSSA,,,,,,
LRPAP1,,,,,,
SNAI2,,,,,,
PRSS27,,,,,,
LRP2BP,,,,,,
TMEM255A,,,,,,
ZNF503,,,,,,
SAT2,,,,,,
MPHOSPH9,,,,,,
LMO7,,,,,,
ASAP1,,,,,,
ARF3,,,,,,
TMEM98,,,,,,
YAP1,,,,,,
KCNN1,,,,,,
SIAE,,,,,,
CRAT,,,,,,
SNAP47,,,,,,
ZNF281,,,,,,
FAM50B,,,,,,
RAB38,,,,,,
KIAA1875,,,,,,
CCDC148,,,,,,
TMEM39A,,,,,,
ZBTB39,,,,,,
C12orf60,,,,,,
CTSC,,,,,,
FBXL4,,,,,,
C11orf58,,,,,,
LRRC34,,,,,,
KIAA1109,,,,,,
LRRC7,,,,,,
CEBPA,,,,,,
MFAP2,,,,,,
SEPT7,,,,,,
NPTXR,,,,,,
GPATCH3,,,,,,
TMEM161B,,,,,,
NCF4,,,,,,
VNN2,,,,,,
ANKAR,,,,,,
ABHD12,,,,,,
SPDYE5,,,,,,
LGI2,,,,,,
CTDSPL,,,,,,
HAGH,,,,,,
ALG1,,,,,,
RAB5C,,,,,,
RSRP1,,,,,,
EIF5A,,,,,,
CYSTM1,,,,,,
NEFL,,,,,,
FRA10AC1,,,,,,
ATP13A1,,,,,,
CD44,,,,,,
ARHGEF11,,,,,,
CHP1,,,,,,
MED10,,,,,,
CEP97,,,,,,
MRPS11,,,,,,
EMC10,,,,,,
VAMP8,,,,,,
HRH1,,,,,,
APPBP2,,,,,,
SDK2,,,,,,
KXD1,,,,,,
OR3A2,,,,,,
FAM57A,,,,,,
CENPI,,,,,,
RANBP3L,,,,,,
UBTD2,,,,,,
C4orf27,,,,,,
FANCM,,,,,,
PRICKLE1,,,,,,
CNOT8,,,,,,
DBNDD1,,,,,,
SFMBT1,,,,,,
ACOX2,,,,,,
GDPD1,,,,,,
CALCRL,,,,,,
PLEKHA1,,,,,,
MROH6,,,,,,
SIGLEC5,,,,,,
IGSF6,,,,,,
TPH1,,,,,,
CMC1,,,,,,
ACOT2,,,,,,
BTN2A2,,,,,,
TXNRD3,,,,,,
PLAUR,,,,,,
SETD1B,,,,,,
CCDC28A,,,,,,
NEK4,,,,,,
C1orf106,,,,,,
IPO4,,,,,,
TMPRSS2,,,,,,
MTX1,,,,,,
EARS2,,,,,,
TFPI,,,,,,
SMC3,,,,,,
LRRC45,,,,,,
C3orf52,,,,,,
LARP4,,,,,,
POLG2,,,,,,
NOX1,,,,,,
RAPGEF5,,,,,,
CACNA1C,,,,,,
REC8,,,,,,
PMAIP1,,,,,,
RBBP6,,,,,,
FAAP100,,,,,,
DNAJC6,,,,,,
POLDIP2,,,,,,
DDB2,,,,,,
SRPK3,,,,,,
ZNF33A,,,,,,
TMEM261,,,,,,
RFX5,,,,,,
NSUN4,,,,,,
KPTN,,,,,,
DAB2,,,,,,
CCDC102B,,,,,,
VTCN1,,,,,,
ZMYND8,,,,,,
COTL1,,,,,,
TARBP2,,,,,,
E2F6,,,,,,
NR1H2,,,,,,
B3GLCT,,,,,,
AEN,,,,,,
FANCD2,,,,,,
DMXL2,,,,,,
RBM41,,,,,,
INTS4,,,,,,
C5,,,,,,
G6PD,,,,,,
PLD6,,,,,,
TATDN2,,,,,,
CENPT,,,,,,
CIB1,,,,,,
AP1G1,,,,,,
THOC3,,,,,,
CD164,,,,,,
FAM107A,,,,,,
TOX,,,,,,
KIF5B,,,,,,
RING1,,,,,,
ZBED3,,,,,,
ZNF697,,,,,,
SMOC1,,,,,,
LRRC29,,,,,,
DLEU1,,,,,,
RBM19,,,,,,
WDR35,,,,,,
CYTIP,,,,,,
TMEM262,,,,,,
THBS2,,,,,,
DNAJC10,,,,,,
C1orf198,,,,,,
GBA2,,,,,,
LCN2,,,,,,
PRKDC,,,,,,
CD101,,,,,,
SPSB3,,,,,,
FRMD5,,,,,,
STAT1,,,,,,
DDX17,,,,,,
DYNC1LI2,,,,,,
TF,,,,,,
C11orf30,,,,,,
PTCD1,,,,,,
SLFN5,,,,,,
RNFT2,,,,,,
USP33,,,,,,
GZMA,,,,,,
NAALADL1,,,,,,
BCKDK,,,,,,
PGD,,,,,,
DFNB31,,,,,,
CMYA5,,,,,,
MRPL12,,,,,,
MSL3,,,,,,
TTC12,,,,,,
ZFAND6,,,,,,
SH2B3,,,,,,
C9orf114,,,,,,
ZSWIM7,,,,,,
SLC4A7,,,,,,
PROCR,,,,,,
CBX2,,,,,,
UBALD1,,,,,,
IGF2BP3,,,,,,
FASTK,,,,,,
MTERF1,,,,,,
PITX1,,,,,,
PTDSS1,,,,,,
PHC1,,,,,,
MDS2,,,,,,
ZNF337,,,,,,
TMCC3,,,,,,
LMO2,,,,,,
CSRNP1,,,,,,
FHL2,,,,,,
BAK1,,,,,,
NUDT21,,,,,,
GATB,,,,,,
ID1,,,,,,
RRNAD1,,,,,,
IFITM3,,,,,,
MARS,,,,,,
CLIP3,,,,,,
PPTC7,,,,,,
KLHL26,,,,,,
ZNF709,,,,,,
ARHGAP20,,,,,,
ADIPOR2,,,,,,
SEPN1,,,,,,
PCP4L1,,,,,,
ADH6,,,,,,
RTEL1,,,,,,
RBMX2,,,,,,
MTCL1,,,,,,
TMEM133,,,,,,
TNRC6A,,,,,,
ZNF436,,,,,,
GPR171,,,,,,
LMAN1,,,,,,
PRX,,,,,,
CASC3,,,,,,
YIPF6,,,,,,
POLR3H,,,,,,
HCN3,,,,,,
BCL2,,,,,,
TCTN2,,,,,,
KCNS1,,,,,,
MYH11,,,,,,
WWC2,,,,,,
PON2,,,,,,
NME4,,,,,,
UTP3,,,,,,
SPTAN1,,,,,,
CLEC4F,,,,,,
DYM,,,,,,
SLC25A42,,,,,,
THUMPD1,,,,,,
MAGED2,,,,,,
ACE,,,,,,
EXTL3,,,,,,
PPM1B,,,,,,
ARHGAP33,,,,,,
SMEK2,,,,,,
TIMP1,,,,,,
RNF8,,,,,,
CTSD,,,,,,
SUSD4,,,,,,
PPIF,,,,,,
MAPKAPK3,,,,,,
POLD3,,,,,,
PRPF19,,,,,,
PRSS3,,,,,,
AGFG2,,,,,,
GORASP1,,,,,,
CTNNBIP1,,,,,,
UGGT1,,,,,,
RBM4,,,,,,
TGFBR2,,,,,,
ZDHHC3,,,,,,
ZDHHC7,,,,,,
DKC1,,,,,,
CETN3,,,,,,
MARCH5,,,,,,
MON2,,,,,,
SMIM7,,,,,,
SDHD,,,,,,
DPM2,,,,,,
PNMAL1,,,,,,
BACE2,,,,,,
STX1B,,,,,,
ZNF490,,,,,,
C2orf68,,,,,,
SBF1,,,,,,
TRIM32,,,,,,
XKR3,,,,,,
METTL17,,,,,,
ZNF774,,,,,,
CDH23,,,,,,
TMEM129,,,,,,
CCDC74A,,,,,,
MAPK8,,,,,,
MUT,,,,,,
